puzzle,method,solution-length,solution,initial-h,run-time(ms),nodes-expanded,nodes-per-second,iterations
hcnklmgdoiejapbf,manhattan,56,uulddrurulldruuldddruruuldrrdldruuulddlurddlurruullddrrd,40,9191.53,33151527,3.60675e+06,9
egjidolnfcpmakhb,manhattan,60,rdluulddruurddluulurrdlulddrullddrurulurrdllulddruuldrurrddd,46,1.46152e+06,5202350158,3.55954e+06,8
gapdceikjbhnmlfo,manhattan,40,lldrrulldrdlurrddlurrdlurululdlurdddrurd,28,494.585,1791764,3.62276e+06,7
odcgjaelfpiknbhm,manhattan,51,urulddluurddrdruuuldlddluurddrrullldrurdluluurdrrdd,31,54797.3,195573514,3.56904e+06,11
fjkaobpmldegchni,manhattan,61,dllururddrulddrulldrrullldrrrulluurrdlllddrruullurrdllurrdrdd,45,264068,938701907,3.55477e+06,9
eimnlkhgpbaodcfj,manhattan,60,ururrdldluurdddlluurddluururddlurddlluuurrdddruuuldrdldlurdr,46,24901.3,88047148,3.53585e+06,8
epgaolbkmhjdcnif,manhattan,55,dlddruurddlulururdldrurddlurdlllurruurddlulurdllurddrrd,35,105044,377720099,3.59582e+06,11
gamnciplfhdkoejb,manhattan,53,dlulurrddrdlurulddruuuldlurdrdlluldrdlurrulldrrdlurrd,41,7695.8,29036983,3.7731e+06,7
oplfiadjhnckgbme,manhattan,55,drdlluurdrdldrruluuldlddrruulddruurullddlurrrddlulurdrd,41,6551.24,24587620,3.75312e+06,8
bfapcihelomkdgnj,manhattan,59,dlulldrdldrurdluururdddlulldrrullurrdluurdluldrrdruullddrrd,35,934494,3502185793,3.74768e+06,13
cihglnpjdefabokm,manhattan,57,drdlluulddruurdlulddrruruulldrulldrdrurulllddrrrdlllurrrd,41,208394,780052139,3.74316e+06,9
nackplofjbdmehig,manhattan,49,urrddruuldlddruruulldlddrrruuldlulddruurddruulddr,37,398.23,1560497,3.91858e+06,7
opadcfhngemkjlbi,manhattan,49,ddrdruulddluulurrdlldrrrdlluulurrdllddrrulldrrurd,37,1302.99,4878618,3.74418e+06,7
befgicjonlampkdh,manhattan,45,rurruullddrdluldrulurrdrulurdddlulurulldrrrdd,35,693.601,2614120,3.76891e+06,6
mndbpkacjflhiego,manhattan,43,rruldddluuurrrdllddluururrddldllururddlurdr,27,1576.74,5921351,3.75545e+06,9
imcfokeljbhdngap,manhattan,54,uuuldddruuldluurdddluuldrulurrddrulddluurddlluuurrrddd,34,27623.3,105317246,3.81263e+06,11
gjcklbhaenimdpfo,manhattan,54,ruldlurdruuruldllurrdldrrulldrrulllurrrdlllddruulddrrr,36,52187.7,179911944,3.4474e+06,10
kcmahgdiblpefnjo,manhattan,52,rullurrdlldluurrdldluurddldrurrulldlurdrdllurrrulddr,38,9642.17,33802784,3.50572e+06,8
fjcdabikmphoegln,manhattan,37,dluurrddrulluulddrdluruuldddrrruuldrd,25,97.649,363351,3.72099e+06,7
hpdoikcfajnmgleb,manhattan,57,dddrurdlululddrruruulddruullldddruuruldldrrdruluurdllddrr,39,33385.5,117146202,3.50889e+06,10
djpafeilgbmoknhc,manhattan,52,dluldrurdldrdruulddluluurrrdldlldruluurrddlluurdddrr,34,12048.2,42269033,3.50832e+06,10
ekjcmgaplhibdfno,manhattan,52,ddlulldrrrulllururdrdlluurddlldruulddrrruulllurrrddd,36,7498.83,26699037,3.56043e+06,9
dmgpcifnahekjbol,manhattan,45,lddluulddrurdrulullddrdluurdrruulldrrddluldrr,33,114.756,365777,3.18743e+06,7
boeafjpmncdkiglh,manhattan,45,druldrdluulurrddllurdldrulldruulurrdllurdrdrd,35,289.623,1076126,3.71561e+06,6
eankogfmhcpbiljd,manhattan,50,lluurrdrdluldrdluuurrdddlulldruururddldlurulurrddd,40,1091.87,3869156,3.54361e+06,6
jdphcbofkealignm,manhattan,40,ldlurddrurdldruuulldddrulluruldrrdlldrrr,30,87.995,314335,3.57219e+06,6
dijghfkboacplemn,manhattan,51,luldlururdrdllldrrrullldrrrulluulddruruldrruldrdldr,37,1165.47,4171287,3.57907e+06,8
lpecmgihjnakbdfo,manhattan,51,druldrdldluuruldrruldddruuurdllddluuurrddruulldddrr,35,12816.8,45285749,3.53331e+06,9
mlojenigpcbhkfda,manhattan,62,urdrdruulddruuulddruuldlurdldluurdddluurdrdruulddruulddllurrdr,42,438255,1429087718,3.26086e+06,11
eiphcalnogfjkdbm,manhattan,56,ldddrruululdddruulurdllurdddlurrdllurrruullddrdruldlurrd,40,162585,545361358,3.35433e+06,9
gokmfbnacdiphjle,manhattan,59,dluuruldlurdldldrrurulldluurrdldrruuldlldrrrulllddruldrrurd,47,2893.44,8819524,3.04811e+06,7
nkaocdilhpgbmefj,manhattan,53,druulurdllurdldrrruuldlldrrdrululddruurdluuldddruurdd,41,4589.41,15447479,3.36589e+06,7
odjipnmgcbfelkha,manhattan,61,drurullddrurdruuldrddlllurrrdlllururdlurulldrrullddrrurddlurd,49,10843,36141023,3.33313e+06,7
cmkdbophfenjliag,manhattan,47,ddlurululddruldrdlurrdlururddluurdluullddrrurdd,35,1841.86,6236805,3.38615e+06,7
djopelbmacnighkf,manhattan,59,ldldrulldruuldrruldrrulldrdrdllluruldrrrulddllururddruulddr,41,121261,408540191,3.3691e+06,10
behnmpgcolakfjid,manhattan,50,urrdlulddruldldrrulluruldrddlurdrurdluurdluurdlddr,34,11287.2,37887513,3.35669e+06,9
lhbpjmgaencdfiok,manhattan,51,llldddruuruldrrddlluuruldlurrrdldllururddrulldldrrr,31,105192,353717825,3.3626e+06,11
cnibdkhjeaolgmpf,manhattan,51,ruullurrdllldrrullddruuulddruurdlldrrdlurruuldldrrd,35,21136.7,71346191,3.37546e+06,9
naehojmgiflbkpcd,manhattan,54,uluurdrrddluuurdddllluurrurddlurdldlluururdddllururrdd,34,103138,348879661,3.38264e+06,11
pekhmaiogfjdlbcn,manhattan,52,rdddrulurdruldldluurddluuurrdruldlurddldrrullurdldrr,34,23243.5,78363528,3.37142e+06,10
igaepdfmlcbjhkno,manhattan,59,urddruuldrrullddluurdrrdllulddruurrdllldrrrulllurrrdllurrdd,39,270372,912286921,3.37419e+06,11
nfiagmohckjbdple,manhattan,60,uuurrddlurddlluldrrululdrulurrdllurrddruulddlurdrdllulurdrdr,42,68858,231450782,3.36128e+06,10
gcoampbdkjhiefln,manhattan,46,lddruururdldrullurdllurrdlldrrdllurdrrululddrr,30,1287.65,4377765,3.39981e+06,9
lejkidopfgahmbnc,manhattan,52,ddlluluurdldrruurddlulddruuuldddrruluruldldluurdddrr,36,20738.8,70075922,3.37898e+06,9
akbglpcohfdiejmn,manhattan,42,ldruurddldrurulllddrurdrululurrdluldldrdrr,32,257.405,905353,3.51723e+06,6
ecgnhbidmjkfpaol,manhattan,43,uruldrdruuldruruldrdlurulldldrrdluulurdrrdd,25,867.327,2935656,3.38472e+06,10
lmnepadbfghkocij,manhattan,53,urdlurrrdldldruluurrdldluurdrdldruuldllurddlurrdlurrd,43,3819.73,12812708,3.35435e+06,6
cehikmfaldonpgbj,manhattan,57,uurddluuurddrdlururulldrrulldlurddruulddrrdlllurrrdllurdr,43,8270.5,27936854,3.37789e+06,8
oghcejfpnbmkidal,manhattan,48,uldldrdluruldluruldddrurdluuurddluurdrulddldrurd,32,1611.26,5477188,3.39932e+06,9
mgfkjailneohcbdp,manhattan,54,uuulldlurddrdruldlluurrrdldluururdlddlluruurddluurdrdd,36,48329.9,162913418,3.37086e+06,10
enhbpkgdljiomcaf,manhattan,51,rdlurrurdlddluurddlulururdddruldluuurdddluluurdrddr,31,35851.9,119915179,3.34474e+06,11
bigmhnkdpcjoflae,manhattan,54,urdluurrrdlulddruldrdluldrurrdlurulldruuldlurddlurdrrd,40,1860.29,6230141,3.34903e+06,8
ogekpabmdjflichn,manhattan,51,drdruuulldrrrullldrdruuldddruldrrulurullddldrruurdd,39,1382.89,4646434,3.35995e+06,7
ocpekhdnibljafmg,manhattan,54,dldldrruruulldlurdldrrrdluurdlululdddruruldlurddruurdd,36,47606.5,160541964,3.37227e+06,10
gfldekbmjhaiopnc,manhattan,54,uurddlluuurdrulddrrdllururddlluurrdllulurrdllddruldrrr,34,81724.7,275994393,3.37712e+06,11
cojimknbfdhapleg,manhattan,61,uurrdluurrddldlururddllluuurrdllurrrddlulddrulluurrddllurrrdd,47,121938,410541100,3.36679e+06,8
gcjpnifokmbldahe,manhattan,59,lldddluurddluuruldrdrdruuuldddruulldrrululddrdlluurrurddldr,41,191877,646895165,3.37141e+06,10
igcdkjoefmblnahp,manhattan,48,luulldrdrurullddruruullddrrdllluuurddlurdruurddd,28,30631,104303886,3.40518e+06,11
imcdpalnhfkjboeg,manhattan,51,urddldrruurddlullurddluuurdldrurdruldrdlluulddrurrd,33,27163.5,91302278,3.36121e+06,10
hocmjngakbelpdfi,manhattan,63,uurrrullldrruldddluuurddrurdlulldrrdruulurdllldrrulddruldlurdrr,41,518576,1736479531,3.34855e+06,12
adkojbchflpmenig,manhattan,40,ldruruulldlddrurruulddrdlluulddrruruldrd,28,114.167,424307,3.71655e+06,7
igclpnbehdkmjfoa,manhattan,53,rrdllurrrulddrdluruldldrrulluruldlurdrdlldrulurrurddd,35,22022.4,74362126,3.37665e+06,10
agclpoikmfjbednh,manhattan,49,rddluurrdllurrrdlldruuruldrddluulurrddluldlurdrdr,29,59063.1,199280091,3.37402e+06,11
efgicnploakmhjbd,manhattan,61,ddluldrrruulddrullldrrulurrdluurdluldlurdlddruurulldrdlurrrdd,37,2.95339e+06,10038228972,3.39888e+06,13
kpbeiafnhjdcmolg,manhattan,43,dlurrrddluurdddllulurrdllurrurddlurddluldrr,33,168.928,672596,3.98155e+06,6
fimoebkjapdcnghl,manhattan,51,ururddluldruurddlulldrrdluuurdddlluruulddruurrdldrd,35,11593,41328013,3.56492e+06,9
goencpmhdlkbifaj,manhattan,58,urrddldluulurdrddluuruldrrddlluulddruulurdrulddrruuldldrrd,44,20080.2,71814517,3.57638e+06,8
jnalgibdcfpoekmh,manhattan,52,ulldrrulurrdddlurulllurdddrruluuldlddrruurdllulddrrr,32,97315.6,337101057,3.464e+06,11
mianjbcgfeldhkpo,manhattan,47,lluuurrdruldrdlulddruldluuurrddldluururrdllddrr,33,1481.17,5312592,3.58675e+06,8
ohnfdgkimecjlapb,manhattan,61,uurddluulddlurrrulullddrruulldrdrrdlluruurddluuldrruldrddlurd,45,36160.8,128974530,3.5667e+06,9
komgcebiladhfjpn,manhattan,55,ruluulldrdlurrdlurrddluuullddrruurddldllurdrruluuldddrr,41,14787.2,52800353,3.57067e+06,8
mncihpklfeaodjgb,manhattan,60,lddrrruuullddrurdluulddluurdddruulddrurulurdlldluurdddlurdrr,40,563168,2006384866,3.56268e+06,11
pnkmeidfcagobhlj,manhattan,58,ddruurdddlurdruuuldrdllurrdlluuldddruldrruululdrdruuldddrr,40,59139.5,211524736,3.57671e+06,10
nofgkedphcmljiab,manhattan,56,ullddluurdddrruulldlurddruuurddlulddruuulddldruluurdrrdd,42,14281.2,50825147,3.5589e+06,8
kpbgnmdljofheaic,manhattan,53,drdldlurdruulldruuldddruuurddrdlluurrdluruldrdllldrrr,35,79883.3,284926084,3.56678e+06,10
dbilcghmkpnojfae,manhattan,53,drruuuldluldrddruruulllddrrurulldldrurdldluruulddrdrr,39,7425.77,26628760,3.58599e+06,8
caflnbgjiopemdkh,manhattan,48,urdlldluurdldrruulurdrullldrrulldrrrddllururdldr,28,29627.5,105949325,3.57604e+06,11
dmlnbjofegkiacph,manhattan,57,uululdrddrurdluuulddldrruurulldldrurrdluulldddruldrruldrr,37,62717.4,222584023,3.549e+06,11
bocmagkfnijehdlp,manhattan,54,luuurdllurrdlluldrddluurdrulddruruldlururddlldluurrrdd,36,19321.9,67485791,3.49271e+06,10
pdjbaoemkilfgnch,manhattan,54,dddruurrddluurddlullururdldldrrurullurrdldlldruuurdrdd,34,46987.5,168473972,3.58551e+06,11
pifjmobalcndeghk,manhattan,54,drdrdlluuurdrrdllururdluldddluuurddrdlluurrrddlluurdrd,40,29987.3,107212302,3.57526e+06,8
cinldmefghjoabkp,manhattan,52,luldluruldrdlurrulurddluulddrurrullldrrddlurdruulddr,38,3694.58,13141838,3.55706e+06,8
gbhimnfkpoljdace,manhattan,56,urddlurdrrullurddluuldrrdruuuldrulllddrurddluuurdlldrrrd,40,7547.77,27014244,3.5791e+06,9
hkeljmoabcndgpif,manhattan,54,ruurdllulddruurulldrrrullldrdldrrruuuldddruuulddlurdrd,44,5651.83,19845210,3.51129e+06,6
delpcgjmibhoakfn,manhattan,53,lldrrdluullddrrdluulddruurullddrrruuldddruululldrddrr,35,127439,458566142,3.59832e+06,10
ajbdncoelgfpmikh,manhattan,39,llurrdllldruurddlulururdrddlluldruurrdd,25,398.519,1430267,3.58896e+06,8
ghfdpebolkmijcan,manhattan,49,rurdlddrurullddruuldluurdlurrddldrrulullddruldrrr,37,1249.46,4405598,3.52599e+06,7
lfjmhgicpekbonad,manhattan,64,uurdldrdruulldrdluurdruurdddluuuldrrddlluulurrdlurrdllldrdlurrrd,40,3.19673e+06,12564734604,3.93049e+06,13
oglcepkfdhaijnmb,manhattan,60,drulddrurdlullurddrurulluldddrurrululddruulddldrruuurdddlurd,38,1.70038e+06,7257622199,4.26824e+06,12
olcnghdepjkamibf,manhattan,62,uurrdrdldluurrulddluurdllurrdlldrrdruulldrdruullldrrdruullddrr,38,448512,1952086999,4.35236e+06,13
obdemjlkgfpnaihc,manhattan,54,uurdddlulluurrddlldruulddruuuldrrrdluruldrddluldruurdd,36,41032.5,176369442,4.29829e+06,10
mgbhepikondljfac,manhattan,48,lurdrddllurrdlluurdrdruldlluuurdlurrddruuldldrrd,32,5337.9,24061195,4.50761e+06,9
ngmokpibdlhcefja,manhattan,64,urddlluurrrddlldrruluurddluldldrrulluurdddluuurdddluuurdlurrrddd,48,810479,3491354921,4.30777e+06,9
cndfogebhjpilakm,manhattan,58,drulldrruluurdlldlurddlurrdllurrululddruurrdllurddrdllurrd,38,171071,779924049,4.55906e+06,11
mloicgabjhfendkp,manhattan,56,lulurrulldlurdrrulldrdruuldddlulurrddlluurrddruulurdlddr,42,4149.35,20244165,4.87887e+06,8
jebndimhofgacklp,manhattan,56,llluurdlurrdldluuurrddruulddlurrulldrddluulddruulurrdrdd,40,53963.7,250546894,4.64288e+06,9
nifboepmlhgdcjak,manhattan,51,rdldlluuurddrulddluuurddrdllurrrdllluuurrrdllurddrd,43,164.136,755895,4.6053e+06,5
pagfndjbhiecklmo,manhattan,46,rdldrrdllurrdluuurrddlulurrdlllddrurulurrdlddr,36,433.196,1978255,4.56665e+06,6
egbfmcolhjkpanid,manhattan,49,luulddldrrurdlulurrdluurddlllurddlurruuldlurdrddr,27,32288.9,151615488,4.6956e+06,12
ghapeidfkjnmcbol,manhattan,49,dldrdluldrulldruuulddrrulurrdlllurdddruuuldrdldrr,31,991.365,4706432,4.74743e+06,10
jfhgklonapbeicmd,manhattan,51,urdldrulurrdluuldlddrururddlluurulldrurrddllururddd,39,4131.87,19476452,4.71371e+06,7
bphdglnimfkeacjo,manhattan,49,dddluurddrurululddlurdrrulullddrrrdluulldrdrruldr,31,1952.22,9273958,4.75047e+06,10
jngmecpfikboladh,manhattan,55,druuldrdlulddlurrdluuurddrdlululurdlddruuurdrullldrrrdd,37,37720.2,176914418,4.69018e+06,10
haleijodkfmpcbgn,manhattan,53,dluldluurddluuurddruurdlllurrdluldrddrurdluruldlldrrr,35,5151.39,24644573,4.78406e+06,10
akecijblhfodpgnm,manhattan,45,uururdrdldllurrdrulldruluurrddlurdlllurdldrrr,27,1406.34,6653074,4.73076e+06,10
loempgjnaikfcbdh,manhattan,65,drdlurrdluurulldrrdllurdrruullddrdruuuldddruuuldddruullddrulldrrr,45,1.17926e+06,5493713123,4.65861e+06,11
kbijlhdpoamcegfn,manhattan,54,lldrurdldluluurrrdldllururrddllldrrrulluulddrdrulurddr,42,17045.1,80424678,4.71835e+06,7
edfoihjpclakgnmb,manhattan,52,ulddluurdddruulldrdluldrrruullurrdldlluurrddluurdddr,36,1527.8,7177505,4.69793e+06,9
hoejmakpdgcilbfn,manhattan,58,luldrdllurddluuurdddruruullddrdruuuldlldrdrurulldrdruulddr,44,9866.02,46193843,4.68212e+06,8
aenjkmlbgphdifco,manhattan,45,uurrddluurddldlulurrdluurddlldruurddluruldrdr,35,286.653,1365113,4.76225e+06,6
efjklamdbipcohng,manhattan,50,uulddlurdrdluldruluurdrruldrddllururuldrddlluurrdd,36,4405.2,20746855,4.70963e+06,8
achgmflbpnjekoid,manhattan,40,rrdlurrdllluurdrurdldllurururdluldldrrdr,28,201.109,942239,4.68522e+06,7
hbpakcfoegnimjdl,manhattan,50,dddlurulddrurullurrdlllurrdllurrrdlldrrullldrdrurd,30,11606.4,53308158,4.593e+06,11
fngkhbaijcmpeold,manhattan,49,uuldlurdldrrdlluldrurullurrdrddluulurrdluldldrdrr,35,539.64,2267126,4.20118e+06,8
ogcmajhefnbikpld,manhattan,54,uuulddrrruullddrrdllururdluuldldrrullddruldrrulururddd,36,6192.02,29470119,4.75937e+06,10
kghaopejmlncfidb,manhattan,54,ruldlurrdrddlulldruulddrrulururdddluurdlluurdllurrrddd,42,4974.97,23614835,4.74673e+06,7
godifnjlkbcaepmh,manhattan,54,ruululddrulddrurdlururddluuruldrdluldrulurdllurdldrdrr,36,39150.4,136995343,3.49921e+06,10
glcdbpnihokmjafe,manhattan,52,uldddrrurdlulldrrurulllddrurrullulddrrrdlurullldrdrr,40,1600.39,5555055,3.47106e+06,7
iplbjnamokecdfgh,manhattan,57,rdddlluururdrdldluurddlulururrddldlluuurdrrddllluuurrrddd,41,62649.5,218678385,3.49051e+06,9
jbfkpnaiedolgmhc,manhattan,51,ddrurdluurrulldrddruulddluluurrddruuldrdlluldrurdrd,35,9633.89,33770121,3.50535e+06,9
mhgliocabknjdefp,manhattan,58,ulurulddluurdllurrddldluurddluurddrrululddrruuuldrulldddrr,38,98469.2,332318898,3.37485e+06,11
afnmbhpdjielocgk,manhattan,49,urdluldldrrulurdlddluurdrdruullurdddlurrdlulldrrr,31,14423.9,48763113,3.38072e+06,10
igomdklnfcbjaeph,manhattan,59,ruuulddlulurdrrulldrddruuulddlulddruulurdlddrrruullulddrdrr,43,142472,443912189,3.11579e+06,9
aocmebfdlignphkj,manhattan,49,uruurrddllurddlluurruldrrddlluurdrdlluulddrururdd,29,3668.72,12257882,3.34119e+06,11
gknicjlmadobfphe,manhattan,58,ruurdluurdddluulddruuldrrullurrdlllddrurululddruurdlldrdrr,48,3314.1,10840993,3.27117e+06,6
mjnhkldgeoifapbc,manhattan,58,uuruldlurdlddruuldrrdllurruulldrdrrdlluruulddrurdlurulddrd,38,493511,1651226080,3.34588e+06,11
hkpjcmiganobfeld,manhattan,48,lldddruururdddluurddlluurulldddrruuurdluldldrrdr,40,138.165,457265,3.30956e+06,5
fgeijdklpnombhca,manhattan,56,rdrurdluulddrurullurrdldluurddlldruuldruurddlulurdldrrdr,42,9954.22,33167749,3.33203e+06,8
amdeociflgbkjhnp,manhattan,48,uuulldrdllurruldrrdldluurrddlluldrurrdllulurrrdd,36,141.503,413470,2.92199e+06,7
cibaedjpfkhglmon,manhattan,50,dluurdddluululdrurddruuldldldrrulluurrddlurrdlldrr,28,128385,433058168,3.37311e+06,12
mclnejkobafidphg,manhattan,62,uurrullldddruuuldddruuldrrdruullurdddruuullldrddrruuldldlurdrr,40,1.25317e+06,4201083962,3.35237e+06,12
pjdigoaecnfkmhlb,manhattan,52,ddruuldrrruldrddllulurrulldrrddlulurrdruldlurulddrrd,38,872.491,2986357,3.42279e+06,8
cjaldoghebkpnfmi,manhattan,49,lulurrdlddruulllurddruuldldrdrruullddlurrruuldddr,27,29768.2,99336190,3.33699e+06,12
nejgbhpmcfklodia,manhattan,57,lddruldrruulddluluurrddruuldldrulldrdluruurdddluulurdrrdd,41,45858.1,154415337,3.36724e+06,9
elocpmidkfnjabgh,manhattan,51,rddluurddruuuldddruuuldddruldlurrrdllurullurrrddldr,33,28724,96916936,3.37407e+06,10
ncgfaehkolbimpjd,manhattan,48,uluurrdddluuldrurdrdlluruullddrrurdluurdluldrrdd,30,4186.09,14139876,3.37783e+06,10
gdhmfojiklpcebna,manhattan,58,ruulddrdlurulldrrullddrurululddluurdrdlulddrrruuuldllddrrr,42,286360,962227818,3.36021e+06,9
mlhcjpeondfkiabg,manhattan,50,urdlddrruullddrruululdddluuurdrurdldllurddlururddr,38,1776.89,6038202,3.39819e+06,7
npdgjlabocikmhfe,manhattan,53,drddrulllurulddrurruldddlulururddrdlluurdrdllulurrrdd,39,14281.4,47901561,3.35412e+06,8
mpdoifabeghnlckj,manhattan,45,drrulldlurrddllurddluurddrruullurddldrrulldrr,35,88.395,296009,3.34871e+06,6
pcndifbejmlhaogk,manhattan,44,dddruldrruuldruulddluurdrrddlluurddlulurrdrd,24,3260.2,11105860,3.4065e+06,11
nekmoadhicljgbpf,manhattan,51,uruulddldluuurddluurdrdruulddrdluldruruldlldruurdrd,39,186.31,629511,3.37884e+06,7
lajgnpkhefbdocmi,manhattan,54,drdlluuurddrdruldluldruruuldldrurrddluuurddllururddldr,34,197810,665419590,3.36393e+06,11
idgbjeplmaofknch,manhattan,43,ldrdruuulldrruldddruldlluuurrddldrullurrrdd,27,1551.09,5470312,3.52676e+06,9
gfjdnacimlheopbk,manhattan,42,uluruldrrddllurrrululddrrdlllurruuldldrrrd,34,18.986,70708,3.72422e+06,5
ikadbegfjphomcnl,manhattan,39,uurddrulurdlllurdddruruldllurrdruulddrd,23,449.763,1594009,3.54411e+06,9
amfgldochpejikbn,manhattan,49,rrulldlururdddluurddlurruuldddrullldrruluurdrdldr,37,13584.9,45581295,3.3553e+06,7
ognkailhjbcmedfp,manhattan,58,uululldrddluurddlurrruulldddrruluuldldrdruurullddldrruurdd,38,244985,821697344,3.35407e+06,11
pbiehmkcgajfndlo,manhattan,48,drdrdlulururrddldrulululdrruldrrdlldluurrurdldrd,36,608.381,2133485,3.50682e+06,7
cgekdalhofijpbnm,manhattan,55,urulurdddruuulldrrrullldrddrrullldrrruululddldrurdlurrd,33,414649,1390878405,3.35435e+06,12
dbeljicpgnkhmoaf,manhattan,48,dldluluruldrruldrdlurrulldlurddrrdluruldllurrddr,28,24471.3,82982771,3.39103e+06,11
fbhimjocplagkden,manhattan,52,urdrdllururdlururddldruluuldrrdlluldrdruluuldrurrddd,38,16397.2,55508702,3.38525e+06,8
bdgpifjmklaenhco,manhattan,47,lldrdlurrdldlulurrddrullurrulldrullddrdluurrrdd,33,1054.21,3520205,3.3392e+06,8
fikpdahbecmljngo,manhattan,39,ldrulldlurdrulddrulldrrdllurdrruuulddrd,29,95.245,295953,3.10728e+06,6
hadolnjpebifckgm,manhattan,54,lldrurdluruldllurrdlldrrdllurdrruullddrruullurddlldrrr,38,17887.3,59809323,3.34367e+06,9
dpmgbnokajleifhc,manhattan,47,lddrruurdddluurddlulurulldrrruldrdlldruuldldrrr,35,202.498,691478,3.41474e+06,7
nijhclkbamdefpgo,manhattan,50,uuurddluulddruurdrdlluuldddrurdluurrulldrdllurddrr,38,2247.09,7537196,3.3542e+06,7
dekflgcabjpimhno,manhattan,50,ruldrdllurulldrrululddrrdruluulldrrruldrdllurdldrr,32,18282.4,61932417,3.38754e+06,10
dofpejiablckgmhn,manhattan,51,llldrruldrruldddrullldrruluurddllurrrddlulluurdrdrd,35,7716.15,25871059,3.35285e+06,9
lbeadifmjhcgonkp,manhattan,58,ullulurrdlldrrurdllururddlluldrdluuurrrdddlurdlluulurdrdrd,34,1.1809e+06,3967307155,3.35956e+06,13
mgjinedclhbfaokp,manhattan,54,llluuurrrdldldluuurrrddldlluuurddluurdrrddlulluurdrdrd,38,37267.5,125618952,3.37074e+06,9
knljpdcmegahobif,manhattan,59,urdrulddrulddrruuullddluurddldrrurdlullurrrdlldruuldldrurrd,43,59760.6,213742751,3.57665e+06,9
mlbcfkpdgejanhio,manhattan,47,lulddrrulddruluurrddlurdlluruldlurrdlldrdlurrdr,33,2876.83,10554382,3.66875e+06,8
lomndjiepkcbahgf,manhattan,66,druuuldddruurulldrrdlurrulldrrddluurddlluldrrullurrrulldrdruldldrr,50,121781,432125074,3.54839e+06,9
abiopklhefdngmcj,manhattan,45,urrdddruuulddruulddlldrrruullulddruldrrulddrr,31,189.864,743270,3.91475e+06,8
idhejlbmncogkfap,manhattan,50,ululdrdruuldruulldrrullddrdllurrdlluuurdrdllurrddr,40,415.163,1431040,3.44694e+06,6
blfaokgmncdeiphj,manhattan,60,uuurddruulddrdlulurrdlldrullurrdlluruldddrurruulddrdllururdd,40,882112,3101327473,3.5158e+06,11
labdpenmiockgjhf,manhattan,45,rrddrulldluuurrdrdlulldrdruulddruuldldrrruldr,33,484.388,1791135,3.69773e+06,7
bojnplcedmiagkhf,manhattan,59,drrrdllluruldrruldlururdrulddluurdrddluurddluldruluuldrrdrd,47,42861,152723868,3.56324e+06,7
npmhjegofblkcida,manhattan,57,dlurrdddruuldluurdddruuulddlulddruulddruuruldlurdrulddrdr,39,55900.6,198705956,3.55463e+06,10
dmipcfaklghbjnoe,manhattan,55,dddluluuldrrddlulurruldrrdlurullldrrdldluurrrdluuldddrr,37,12261.4,43622513,3.55772e+06,10
kahjmnflpceidbog,manhattan,54,urdldruluurddldrurulldrrruuldldrurddluulldrrruulldrddr,38,21820.8,78150767,3.58148e+06,9
eoaldnmjipchkbfg,manhattan,51,uldrrulurdlddluuurddrurdlurulldldrrdruulddlluurrddr,37,5236.09,18456609,3.52489e+06,8
pnclmdihebgojkaf,manhattan,50,rddlurrulldrrrullddrdruululddrulddruldluuruldrddrr,32,9203.15,33036705,3.58972e+06,10
hndkmcieglbpojaf,manhattan,53,lllurrrdlldrrulldluruulddrurddlururullldrrulddrruldrd,41,1422.2,5259697,3.69829e+06,7
bcmehlngkpjdofai,manhattan,57,ururddlllurrurddlllurrddruuldldluurrddlluurdrrulullddrrrd,39,73150.4,259725327,3.55056e+06,10
gemlapjhdbionfkc,manhattan,50,druuldrulldrdlurrdldrruulddlluururddruulddrulldrdr,34,24663.1,88094304,3.57191e+06,9
dfgbacomljenhpki,manhattan,54,uldrrruulldrrulullddrdruulurrdlllddrrruullurrdldlldrrr,36,14831.8,52718360,3.55442e+06,10
kmaglidnpofhjceb,manhattan,52,uurrdddruuuldddluurddluluurrddrdlullururdrdlldlurdrr,44,253.776,907955,3.57778e+06,5
jolbcmnpkhaedgfi,manhattan,66,ulddluurdddlluruurddrdllurdllururrulddrdlluulurrdldrruuldlldrurddr,50,850550,3011783671,3.54098e+06,9
ofhclgeijmbkapnd,manhattan,52,uluurddlurrdlldrrulurrddluuuldldrrurdluullddruurrddd,34,24693.2,87565434,3.54613e+06,10
elpoimkncadhbgfj,manhattan,54,ddlurdruulldrddluldrrruuullddluurdddrruuullddrrullddrr,42,1908.49,6865002,3.59708e+06,7
nlikajmedfchbpog,manhattan,60,uuldrruulldrrrddluuulldrdruurddluuldddrulldrulurdrurulldddrr,40,291913,1086416589,3.72172e+06,11
cndkjelibfmgpaho,manhattan,49,uurdrurdlululdddruulddrurdruuulllddruuldrrdruldrd,35,1596.29,5917969,3.70732e+06,8
odfihlangembckjp,manhattan,62,lluuurdllddrurrulllurrrdldrdlluluurrdldldrurulurddrdlluuldrrrd,48,63003.5,235590412,3.73932e+06,8
fkmdjhipoanelgcb,manhattan,58,ddlllurrulldrrurddllluruurdrddlluuurdrdlluulddrdluururdrdd,44,50527.3,190094381,3.76221e+06,8
pmhnkjfobdlgaice,manhattan,58,rdrdruullddrdruulllurrddruuldlddruullddruuuldddruuuldddrrr,42,45717.9,172721359,3.77798e+06,9
