puzzle,method,solution-length,solution,initial-h,run-time(ms),nodes-expanded,nodes-per-second,iterations
fkaghipmcenjdblo,disjoint-database,55,rddluullddrurullddrurrulllddrruulurddruuldllurdldrrurdd,47,65.877,43026,653126,5
cgmhdnibpfkjeloa,disjoint-database,56,rulurdrullddrrurddluldrulldruurrdlurullldrruldlurdldrrdr,48,348.023,230541,662430,5
fgciphkedbamljon,disjoint-database,57,drrruuldlldrrrullulddrrrdlllurrrullulddrdrulururddlulddrr,49,270.24,181941,673257,5
ikcfnjephlmbadgo,disjoint-database,56,ddluldrulluurdrurdldrdlulldruuldruulddruurrdllurrddlurdd,44,1189.52,798621,671381,7
cniaepgjbkfmoldh,disjoint-database,54,uldrurrdllurdddlulurrrulddrulldrrdlllurrdlluuurdrurddd,46,53.804,32717,608077,5
kifjodncgleambhp,disjoint-database,56,luldrurdllurullurrrdllddruuuldddruullurrdldlurdrulurrddd,46,1534.74,1042655,679369,6
hilkgdbaojmfpnec,disjoint-database,57,urrdllurrdlluuurdrrddluruulldrdruulldlurrdldlurdrrullddrr,49,820.435,534655,651673,5
ejgfckabohlmdnpi,disjoint-database,49,rulldrrullldrrulldrruluurddluurrdlllurrrdllurdrdd,45,3.233,1385,428395,3
clpbmdfhjikeagno,disjoint-database,46,ldddluurddruuurdlldrrulddlluurrulldrrrulldddrr,38,91.191,55355,607023,5
apjnomcklghibfde,disjoint-database,59,rdrddllluurddruruullddrrululdddluurdrrdlllurrurddlluruurddd,49,2740.6,1836198,669998,6
phnclaejgomibfdk,disjoint-database,56,drdruullddrrdllurrulddrurulldrrululdrurdllldrdrruulldrdr,46,959.747,624520,650713,6
ipkmelnjgdohacfb,disjoint-database,63,dddruuulddrurddluuurdluldrdlulddrurruulldlddrurullurddluurddrdr,55,720.235,475589,660325,5
gmjnflhodbapckie,disjoint-database,61,uuldddruuuldluldddruuldrdrurullurdllurdddlurrdlurruulldldrrdr,55,74.956,46432,619457,4
gndfpcbljkioemah,disjoint-database,49,ruldrrddruuuldddrulllurrulldrrrdllldruurullddrrrd,37,501.867,319703,637027,7
gdecbkjmpolafhin,disjoint-database,54,rurulldrrdrululddrrullddrulldrrrullluruldrdldrruuurddd,44,67.22,43773,651190,6
beglphndmifojakc,disjoint-database,45,rddluruldrrurddluruuldluldrddrruulddruuuldrdd,39,20.372,12678,622325,4
mbfjpngidackohel,disjoint-database,51,urddlurddrruullurddruulddldlururdruldrdlluuulddrrrd,43,66.067,40779,617237,5
gkldfoephajbmnic,disjoint-database,52,ddluuldlurdrrulullddrrrulldrdruululddrdluruuldldrdrr,40,706.9,471440,666912,7
kdcaljhioenmpbfg,disjoint-database,61,uruldrrrullurrdlldrdlluruurdddlurrdllluuurddrruulldldrurdldrr,49,4837.83,3007943,621755,7
eaohilkfpdmjngcb,disjoint-database,52,uurddrurddluuuldldrrruldrdllluurrulddrrulddruuuldddr,40,324.771,201138,619323,7
cpdejklbmfnagohi,disjoint-database,53,rdldrrdllurrdlllurruuldldrdruuruldrdllurulldrruldrddr,37,1946.89,1129831,580325,9
libcpkgfadnjmohe,disjoint-database,49,druuldrurdldrurddlurdlluruldlurdrurdluldrrulurddd,39,1143,722314,631944,6
camoinjedlhfbgkp,disjoint-database,60,lluuuldddrruuuldldrruldrdllurulurrdrulldrdrulddlluurrddruldr,50,1293.06,783973,606292,6
mogbfhndeklijacp,disjoint-database,48,ulldrrululurrdllddruuulddluurddlurruldddlurdrurd,46,2.99,1520,508361,2
pfkhbeiljdocmgna,disjoint-database,46,drrulldrddruulurdrddluurdluruldlurddlluurrdddr,34,400.031,248484,621162,7
jcakpifbonlgdehm,disjoint-database,53,rurdldluurrdrdldruuulddldlurdrululddruuurddrulurdldrd,43,127.141,76441,601230,6
hbdpkjmngloafcei,disjoint-database,55,lddruldlurdldrruululddrullurrdllddrruullddrrruulllddrrr,47,44.08,25811,585549,5
jaehimbnlgpcfdok,disjoint-database,46,lluurrdrdlldrulurdrdlluulddruuurdrulddllurdrrd,40,22.013,12683,576160,4
onalkgfdebjpihcm,disjoint-database,55,lullurrdldluurddrdlulurrrulddruuldddrulldruuldldrururdd,43,1302.82,814406,625110,7
nkdblicfamjgehop,disjoint-database,50,lluulddrruululddrruruldrdlluurddluurdddlurdrulurdd,42,326.577,200348,613479,5
mdgkoeijlnapbfhc,disjoint-database,53,uulldddluurdrulddluuurddrrdllluuurdrrddlllurruruldrdd,47,13.907,6686,480765,4
gbnomldcfjaihekp,disjoint-database,56,lluluurdrulddrdllurrurulldldrdruruuldldrululddrdrruulddr,46,262.192,157331,600060,6
joefbmdcipkhlnga,disjoint-database,49,uulddrdluruurdddruldluruldluruldrrruldrddlluurrdd,43,58.503,35961,614686,4
bcdgmjklfaihpeno,disjoint-database,35,uurdldrulurdldrururulllddrdruurdldr,25,19.066,9958,522291,6
igpafbhcmoenkdjl,disjoint-database,44,rdldldluurddruuldrrullurrdddluullurddlurddrr,40,5.626,3134,557057,3
olfpdikbgacjenmh,disjoint-database,55,ddlululddrdruululdddrururddluululddrrulurrdllurrdddlurd,45,406.918,249629,613463,6
lbcdmehfjnigaokp,disjoint-database,42,llururdldlluuurdddluurdluruldrrrdlldrruldr,36,54.867,33288,606703,4
anhbmjleicpkodgf,disjoint-database,46,urdlldrulurddruulurdlddlulururdddllururddlurrd,40,12.841,6606,514446,4
bmheplgcoajkfind,disjoint-database,49,druurddlulddrrurdlluuurrddllldrruulurrdlluldrdrrd,37,93.116,55098,591714,7
kepbilomgafhcjdn,disjoint-database,54,drdluurdlldrdluldruluurdrdlulurrddruulddldrrullurdldrr,46,101.113,61711,610317,5
dkajliobpecfnhgm,disjoint-database,56,ruurrddlullurrrddldlurdrulullddrruulurdruldrdllldruurddr,44,373.698,223244,597391,7
algpeoijkncmfhdb,disjoint-database,55,dddlllururdruldrdllurdlluruurdlurrdddlllurruurddluldrdr,45,862.323,550030,637847,6
mflngcjoehadikbp,disjoint-database,56,uulddruldlluuurdrdruuldrullddruldluurddldrurrulllddrurdr,44,107.217,63819,595232,7
ebljhpkcngfmoadi,disjoint-database,56,ddluuurddlurdrrdllurrdluululddrdruuurddluurddlulddlurrdr,44,1386.46,869974,627477,7
jcbpoengfiahmlkd,disjoint-database,45,lldldrulurdrdrdlluurrdluuldlurrrdddlluuurddrd,39,11.637,6255,537510,4
ikohcjnbgafpdlme,disjoint-database,61,luuldddruuuldlddrruurddlulluurrddruldlurdllururddruulddlurddr,47,6326.89,3675076,580866,8
lgcifmehnojpadkb,disjoint-database,57,uulddldruurddluluuldrrdrulddluldruuurdlldrrululdrurrddldr,47,211.73,134819,636750,6
chablpenjfdimkgo,disjoint-database,44,ruldlurrddrullurrdllldrrrullldrrdluulurrdddr,38,15.939,8935,560575,4
ghancbfledimjpok,disjoint-database,50,uruullddrdluurdrruulldrrddluuulldrddruruullldddrrr,44,4.507,1792,397604,4
nodcklbhjfiapegm,disjoint-database,57,urulddrruruulddluurdrdlldrrulluurddlluurdlddrrululddrurrd,47,1342.74,846909,630732,6
mebohfpijcngdkal,disjoint-database,57,ldrdluldruruldluurrdrulldrdllurrdruldldrruldlluuurrrddldr,51,161.797,97398,601977,4
doalfbikphmcejgn,disjoint-database,48,urdrdluruuldrulldrdrurdlurullldddrrruuuldlldrdrr,42,39.234,23821,607152,4
jdfkphmeilocgnba,disjoint-database,59,urdrrdlldrrulldlurrdluurddluuldrurulldrrrullldddrrruuulddrd,51,550.027,336345,611506,5
ciaofpdbjemknlgh,disjoint-database,44,urdllurdldrruruldlldrrdlluruurddruldrdluurdd,40,8.453,4031,476872,3
gacbhnoleipdkjmf,disjoint-database,48,uurdlllurrrddluurdlllddrrruulddluruldldrrulldrrr,36,254.478,161242,633619,7
npchiekgdabmojfl,disjoint-database,43,ddluurddrdlluuurddrrululddrdluldrurruulddrd,39,2.929,1488,508023,3
mhkaoplbefncgjdi,disjoint-database,54,urrddldrululurrddluldluurddldrrrulllurddlurdruulurrddd,44,126.655,75228,593960,6
ipflekngdjmhboca,disjoint-database,59,ddrdruldluulddruruullddruulddrururdddluuullddrdruuruldrdldr,47,4772.51,3114054,652498,7
ghcdlmnpibejakfo,disjoint-database,48,ulllddrurddluulddruuulddrurulldrdruurdldrulldrdr,36,27.867,16874,605519,7
ofecdgmnhlbapkji,disjoint-database,61,urrullurrdlddluuurddrrdlllurrrulldrrdlllurrrdlluruuldlurrrddd,51,93.367,59447,636702,6
bhcimfakngoeldpj,disjoint-database,49,lluurdrdluurdrulurdddllluururdluldrdrrulldlurdrrd,43,39.568,22427,566796,4
gpmehnfdclojkbai,disjoint-database,57,rrddlluurddluldrdrruulluldrddluurdrdlurrululldrrullddrrdr,51,55.062,34439,625459,4
dmklcnpijefohbag,disjoint-database,57,ddlluruulddrrurullldrddrruuulldrdldluurddluuurdrddruuldrd,49,346.488,229826,663301,5
ocekpldgahbinfjm,disjoint-database,55,urrddlulddruuuldrrdrdllurrdlllurrruulldldrdluurdrruldrd,45,524.773,353786,674170,6
fhnmdijpbegkaocl,disjoint-database,52,ullldrrrulldrrdllurddluulddruuulddrurulldrrdruulddrd,44,37.889,23559,621790,5
ejamnokpihlbdcgf,disjoint-database,58,ddllluruurdruldrddluurddluldrulluurrrddllldruururddluurddd,48,388.97,257133,661061,6
kdmefigpjncoalbh,disjoint-database,52,luldrddluldruuldruuldrrdruuldlurdrddlulurdldluurrrdd,48,14.839,8448,569311,3
fihjdkepngcmlbao,disjoint-database,58,uldddluulurrddruuldldrrulddllururddluulurrdddlluuurrrddldr,46,514.808,334668,650083,7
pgahkbojfnmdlcie,disjoint-database,58,ddrrrulddruldllurrdlluururddruuldllurdldrrrdlurullldrrurdd,44,9003.89,5526580,613799,8
enmpkfdgijolhacb,disjoint-database,55,dluldddruuurdddluulddluuurdddrulluurdrdruldluruldlddrrr,47,44.651,25462,570245,5
fohnaicpljedbkmg,disjoint-database,54,uldrullldddrulurdruulddldrrulldrruurddluuurddlllurrrdd,44,160.661,98629,613895,6
lgihkmfcdenobpaj,disjoint-database,56,uuuldddrurdruuldluurdllddrruulurdrdllulurdldrurrulddldrr,48,163.706,106130,648296,5
jdanifbhpmgkcelo,disjoint-database,50,druuurrdddlulluurdrulddruldldrruruuldlldrdrulurdrd,42,580.832,349066,600976,5
clehdofagpimkbnj,disjoint-database,53,rrullldrrrullurdlldrrrullddluuruldrdrdruuulldddruldrr,49,4.91,2124,432587,3
npkocgdmfbiajleh,disjoint-database,53,lddrrrululdldrrdllurrrdluuurddluullddrdruuulldddrrurd,47,22.514,11877,527538,4
mjldcfaopneghikb,disjoint-database,52,druurulddldrrruuldlulurdrddruuldllurruldrddllururddr,44,140.6,84207,598912,5
pichbmojealkfdgn,disjoint-database,46,drdluruldrddluurdrdruullurddldruruullddrdruldr,40,28.23,15844,561247,4
kdlohpegbjmciafn,disjoint-database,50,ddruruullddluurddluurdrdruulddllurrdldrruulldldrrr,44,67.103,38904,579765,4
lebmkcofgnhajidp,disjoint-database,56,luullurrdruldrddlullurrrddlullurruldrdlluurrrddlldlurdrr,50,30.744,17429,566907,4
lnhoebdgpacmfijk,disjoint-database,48,urdrruullldrrulddruulldddruldrrurullddrruuuldddr,42,7.678,3321,432535,4
chkdleiapjngofmb,disjoint-database,52,uruldrrrdlllurrdlldrrrullldrrrulldruuulddluurddrurdd,42,171.335,99765,582280,6
pgfkcibehmanlojd,disjoint-database,54,dddrulurrdlldrrurdlullurrulldrrrdllururdlulldrddruurdd,46,25.735,15976,620789,5
acgdlnfoihejmpkb,disjoint-database,40,uuldrrulddrruuldllurrddruulddluurulddrdr,30,29.402,17343,589858,6
okleipfgbjhmadnc,disjoint-database,60,drrdluldrululddruuulddrururddlulurrddldrulluuldrrurddlldrurd,48,1653.72,1004643,607504,7
hfbmgdljioncepak,disjoint-database,54,ruurdlldlurdruulldruuldrurdruldrddluuldrdlurrulllddrrr,48,99.715,65210,653964,4
cebidpmjaghnlfko,disjoint-database,54,ldrruldrrullulddruurrdlllurrdluldrddluurdrrdllurdruldr,44,1161.66,762845,656686,6
bgdmopanjfihkecl,disjoint-database,50,dldrurdlulurrdllurrrulldrrdluulldddrurdluulddrurrd,42,36.127,22057,610541,5
ekfbondgijhacpml,disjoint-database,46,uulddrrulldrruruldluurddldruluurrddllluurrdrdd,42,15.387,9024,586469,3
obedhlgipmkcnajf,disjoint-database,52,druurrdllldrrulurrddlululurrdlldrrruldluuldrrdldrurd,42,223.579,134049,599560,6
himfploaegbnkdcj,disjoint-database,61,urrrdlddruullurrdldluldrdluuurdddrruullurrdlllurrrdldluldrdrr,53,229.059,143807,627816,5
jnaophcdelgfbkim,disjoint-database,53,urrdllurrdrulddruulddldrrullldrruuldlurdldruruulddrdr,41,530.267,336063,633762,7
daonjlpmebgcfkih,disjoint-database,53,rdlululdddrruuulddldrruuruldrddlulluurdrdlulddruurrdd,45,431.075,269988,626313,5
khidcglemafpnjob,disjoint-database,47,dlurulldruulldrrulldrdrrululddrulddruldluurdrdr,35,832.961,554278,665431,7
jcgfpabokmilendh,disjoint-database,43,rrddlulurrdruuldrullldddrrurdluluulddrurrdd,37,18.275,10962,599836,4
pgomkedjlacinfhb,disjoint-database,56,drdrrdluruuldrullddluurdrdluruldldrdrurullddlurrrdluurdd,48,79.566,48211,605925,5
jlfdcphabkgieomn,disjoint-database,50,ulddruuldrrrdllurrdlldrrulllurrulldddrrululdrurrdd,42,180.512,119664,662914,5
emblfcjhdkpaingo,disjoint-database,46,lurrdlllururdrulddluurdddluluurrddruullddldrrr,40,21.91,13962,637243,4
amjhgfenkldipocb,disjoint-database,55,uurrdllururddrdlluuulddrrruldrdlllurrruuldddluulurrdddr,45,279.168,180918,648061,6
alkcdhbnfeipmjog,disjoint-database,39,uuldlldrrrdluulurdruldrdlulldrdruurdldr,33,5.647,2718,481318,4
ienbjkmplohgdfac,disjoint-database,56,ddluuurdddlulldrrulldrruuldrrdlluruldluurddluurrdruldrdd,48,20.691,12069,583297,5
ckfnaglbimpodjeh,disjoint-database,52,uulldddruldrruluruldrrulddruldrdluulddruuldlururrddd,44,78.566,49227,626569,5
pmgfdieahbjoklcn,disjoint-database,54,druldrrrullddluurddrdllururrulldrddrulldrrullluurrdrdd,46,39.944,24623,616438,5
ejaflogkimbcdnhp,disjoint-database,50,lluuurddlulddruurdlluurdddruurddluulurrdluldrurddd,40,331.246,219329,662133,6
edmlfockabjgihpn,disjoint-database,49,ruulldruuldrrulllddrdruluuldrurddrdlurulddluldrrr,39,288.625,193894,671785,6
jondhbagikfepclm,disjoint-database,53,uuurdrdrdllurrululdlurddrdlulurrdlldruuurdrdldluurrdd,43,101.371,61398,605676,6
pdlcbkhjangfeomi,disjoint-database,48,dddrruurulllddrurrulddruldldrruldllurrdllururdrd,38,98.609,62873,637599,6
aihknfjemgbolpcd,disjoint-database,52,uuurdrddllluurrdllurruldrdrdlluurdruulddrdluruulddrd,40,548.623,343087,625360,7
maijelpcfhkdongb,disjoint-database,51,rddlululurrddrdllulururrdldluruldrddllurrrdlluurdrd,41,1755.23,1151483,656029,6
cemanhipdbolkfjg,disjoint-database,54,dlulurddlluruldrrdldluurrddruulurdllurdldrdlluuurrdddr,46,73.341,44092,601192,5
gpkmlobaifndehcj,disjoint-database,57,rdruldrdlulldrrdluuurrdldlulurrdddruuldlulddrrruullldrdrr,47,485.868,314856,648028,6
lndoifkjcgpamehb,disjoint-database,56,ruullddrdruululdddrruluuldldrulurdldrdruuldrurdluuldddrr,48,2098.05,1400820,667677,5
phmkaedinfojbgcl,disjoint-database,48,drddruluruldrrullldrrdldluurddluuurddrruullddrrd,40,57.11,34801,609368,5
eglmipokfbadjnhc,disjoint-database,50,druurddldruluurddluulddrdluruulddldrruuldluurrdddr,42,48.045,26779,557373,5
ghdbkepmfcnjloia,disjoint-database,59,ddruululdddrurulurdlllddrrulldrrrullulddrrrulluuldrurdlddrr,49,696.181,470565,675923,6
gmkcohjpiaebdlnf,disjoint-database,52,lldluruldrdrdlluurddluurdrrdllurrulldrrululddruurddd,48,3.041,1359,446892,3
anliegjcmfpkdhob,disjoint-database,52,uurdddlurullddluururddluurddldruluurddrulurdllldrdrr,40,436.099,290032,665060,7
pibcodnejlafgmhk,disjoint-database,48,dddruruldluurddrullurrdrdldluurrdlllurrurdddlurd,42,4.594,2336,508489,4
fmolgiebpjhadkcn,disjoint-database,60,ururdddluuurdrulddrulddluldrrrullurdlluurdddruullurrdrulddrd,50,347.972,210991,606345,6
lmbgfkcojhapinde,disjoint-database,49,ulddrulluulddruurrddldluurdllurrulldrurrddllldrrr,43,9.178,4615,502833,4
ogahlikbpnejmdcf,disjoint-database,58,uurdddruurdllluurrdddluluurrdddluurrddllulurrdruulddlurdrd,42,5131.01,3428225,668139,9
aegpkncomhijfldb,disjoint-database,51,dldlurddlluururrdldrdluruldllurruldddruulddruuurddd,39,682.97,460763,674646,7
nkdaopjemhlcigfb,disjoint-database,56,rruldrddluluurdrddlluulurrdrdllurrdldluluurdrddluldrurrd,48,572.732,378160,660274,5
ofmhdpiljeckabgn,disjoint-database,56,uldrddluurrulldrdruuldddruulddrrullldrrruuullddluurrdddr,50,218.882,143584,655988,4
gbihcoedkmfaljnp,disjoint-database,54,llluruurdrddlluulurrdruldllurrdldrrdllluuurddrrdllurdr,44,194.574,129548,665803,6
ojgpemdnfakhlibc,disjoint-database,51,ldrdllurddruuulllddrdluruurdddluuurddlulurrdrddlurd,45,14.363,8384,583722,4
knbadlcmheojgfip,disjoint-database,58,uullurrdlllddrrurdluullddrrurulluldrurrdlllurdldrrullddrrr,50,43.887,26187,596692,5
pgklmdhfjbeancio,disjoint-database,48,rdddluurdrdllurrruulddruulldrrulldlurdldrrulddrr,42,7.221,3750,519319,4
jondibepklmhfcga,disjoint-database,56,ddluldrullururddluuldddrurrdlluuurddrdlluurdlluruldrdrdr,44,2951.78,1957132,663035,7
cjbidlhnkogefapm,disjoint-database,57,ruullurrdldlulurdlddrrurdlurululdlddrurulldrrurulllddrdrr,49,360.35,237520,659137,5
efpgohcdblkmnaij,disjoint-database,48,ddlulurrrdllddrurdluuldldrrurululddluurdlddrurrd,42,9.635,5704,592008,4
kgdplocajmhnibef,disjoint-database,55,dlurdllurrdldldrruullddluuurddldrruldluurdldrrrullldrrr,41,2149.2,1439401,669739,8
mhikbofcdgljapne,disjoint-database,56,rrullulddrrruluuldlurdlddruurddluldruurrulllddrrruulddrd,44,2119.08,1406419,663692,7
jpaiegocmkdnlfhb,disjoint-database,47,rrdldrdllluuurddrrulddluuruldrdrdlululdrururddd,43,15.014,8737,581924,3
kidlehgfcbjoanpm,disjoint-database,45,ruuuldlulddrdruluuldddrrurullulddrruulldrddrr,39,5.312,2679,504330,4
jknifhbademcglop,disjoint-database,58,lluldrruluurrddlluurrddlldruluuldddruuurdllurrrddlulldrrdr,50,477.769,315943,661288,5
jfpeinbdgcmlkhao,disjoint-database,50,dlddruulurrddlllurddluuurrddrullddrulluruldrdldrrr,40,126.525,79707,629970,6
hbldijeomcpfnkga,disjoint-database,46,lurulddrrulldrdruldlurulddluuurdlurrdldrrulddr,38,83.89,51710,616402,5
npkagoljecfhidmb,disjoint-database,57,ddrululddrdrurdluurdlluuldddruururddldluuurrddlullurrrddd,45,992.429,663199,668258,7
loaegjnbdchkipfm,disjoint-database,56,ulurddrrululurdlddruuruldllurrdrdlllurrdllurrdlldrrruldr,46,221.529,144269,651242,6
dkgfembpcnlahoij,disjoint-database,54,ulllddrurddllurrruldrdlllururuldlurddrruullddrdrulurdd,46,64.246,38860,604863,5
jifpkmcgdnaolhbe,disjoint-database,55,dlddluulurrdddruldluuurddlldrrulluurdrdllururdruldrdldr,51,32.233,19039,590668,3
efdkcjoniphblmga,disjoint-database,51,ulddrururddluurulldrrddlullurrrdlluruldlurdrrdlldrr,41,102.158,62139,608264,6
ikgcpanjdfolhebm,disjoint-database,53,urddldrulurddrrululddrurulldluurdlddrrurullldrruurddd,41,393.707,260985,662891,7
fgbldmepaoijhnkc,disjoint-database,54,ulddluldrurulldrrrddllluurrrdlldrrullururddlluurrddldr,42,829.301,562233,677960,7
jebogpafdcmihlkn,disjoint-database,56,drruuldlldrrdllurrrulddrulldrululurrdllurrrdldluurrdlddr,48,210.727,135737,644137,5
fnbomckejgphliad,disjoint-database,56,druullurddlurdllurddlurrruuldddluurdruldrdluuulldrurrddd,46,278.903,181999,652553,6
jkmgcodfbeliphan,disjoint-database,55,urdrrulluurdluldddrrrulluuldddrruurulllddrdluruuldrrrdd,45,54.201,34500,636520,6
aobghnkdpljcmfie,disjoint-database,54,ururdddluurddlulurrrddluuurddlllurrrdldluurdllurrurddd,40,3753.1,2554086,680526,8
pgbneidfmkhajclo,disjoint-database,46,drurdruldrdldlluurrrdldluuruldrddluulurrdldrdr,42,8.049,4469,555224,3
hkipamfbgecnojdl,disjoint-database,51,ddldluuulddruurdrdlulddlurrulurrddldluuldrrulurrddd,43,181.365,112179,618526,5
lkhdignpombceajf,disjoint-database,58,lullddrdluurdrrululddluurdrurdldldrurdluruuldldlurdrulddrr,44,7003.3,4679919,668245,8
ahnieojmbpgdcklf,disjoint-database,57,urrddlulldrulurddruuurdlulddruuldldrrruldrdlllurrdluurddr,47,3017.18,1958966,649270,6
likdhjcompbfgane,disjoint-database,55,ulurdruldldrdrruulldrdruululddrdlluuurdddluurdrrullddrr,39,5174.6,3216499,621594,9
mfcphkidojnbagle,disjoint-database,55,dddluullddrurrulllddrurrulllurddlurdrulddluuurdldrdrurd,41,645.166,429140,665162,8
figomjaepbhdnkcl,disjoint-database,44,urrrdlldluuruldrrruldddruuulddrdlullururdrdd,38,20.379,11147,546985,4
ijafhnkblmcegpdo,disjoint-database,50,ulururrddllluurrdrdldrullururddllldrulurdrulurrddd,42,128.561,81491,633870,5
pfjbomlchkenigad,disjoint-database,54,rrdddluurddlulurrdrdlullurrurddlululdddrruluurrdddlurd,44,228.08,140832,617468,6
amdckgfneiljhpob,disjoint-database,50,uuurddrdluruldluurdllddrurrulldldrruldrrululurrddd,40,62.761,39724,632941,6
eapimjldnkghfobc,disjoint-database,44,rdlddluuruldrdrdllluururddruldldluuurrdldrdr,36,107.475,68643,638688,5
nabcgipmloefkdhj,disjoint-database,51,dlurrdldluluurdrddrulurdlllururrddlldluurrddllurrdr,45,30.379,18146,597321,4
mkigbnelacjhdpof,disjoint-database,56,uurullddruuldrddluurdruldrrdlllurrrulddrullururddluurddd,44,1737.65,1167093,671650,7
dmplcbnekjofhiag,disjoint-database,56,lldrddlurdruuuldrdldlururrddlluuuldddruurrullldrrdrulddr,46,125.106,80751,645461,6
bkohdgplcfjnimae,disjoint-database,49,uldlddrruuuldldrdruuulddrrdluruulddllurrulldrddrr,39,218.379,141726,648991,6
gpkcinealohmbdfj,disjoint-database,57,dddrrullldrrrulldruluuldddruurrddlluuruldlurddlurdruurddd,49,103.675,65542,632187,5
jkncebmlhipdaofg,disjoint-database,50,uuldlddruuldrruullddrdlurrrulddruullurrdlddluurdrd,42,254.722,165350,649139,5
ghkbdfjloaicempn,disjoint-database,49,uuulddldrruruldldrruululdlurrrdllldrdrurullurrddd,37,61.615,38477,624475,7
pfgkdoaceljibmhn,disjoint-database,48,dddruurdrdlluluruldrdrruulldldrrurddllururuldrdd,44,5.008,2583,515775,3
pfhkonildgamebjc,disjoint-database,56,rdrdrdluldrulurdllurdldrurruuldlulddruurdddruuuldddlurrd,48,456.926,304523,666460,5
afegiokcjhbdmnpl,disjoint-database,31,luurdldruluurdlurrddlllurrurddd,25,2.001,464,231884,4
jecihfmakdnlpobg,disjoint-database,55,uuurddruldrdluldrrruluruldrdllurrdldlulururddlluurrrddd,43,242.806,160183,659716,7
oankidebfjchgpml,disjoint-database,48,luuurdrdldluurrrulldrrulldddruurdluldldrurdlurrd,40,155.942,103443,663343,5
ofbpmleangkchdij,disjoint-database,55,ddldllurururdddlluluurdlurrdldrrdlllurrurddluullurrrddd,49,17.826,10420,584539,4
nlheijacmdbfkopg,disjoint-database,51,ulururddldluruuldddluuurdldrurrddllulurrurddlurdldr,45,46.1,28981,628655,4
igchamokpdljnfeb,disjoint-database,48,urddruulurdrddlurulldlurdrruulldddluuurddlurdrrd,38,33.31,20864,626358,6
kleipahnmodgbcfj,disjoint-database,55,rurrdldluurrddlluuldrddluurruldddrruluuldddruurulldddrr,47,170.175,109172,641528,5
gmjkidlohcebnafp,disjoint-database,56,uuldldrruulldlururddluulddrurrulldrddruuldldluurrulddrrd,48,142.578,92648,649806,5
dcfnkmiajbpehglo,disjoint-database,58,urullldrrulddrruuldddlluuurdddluurrrdlllurrddruuldrdluldrr,48,324.006,214284,661358,6
gadlcfiomkhbejpn,disjoint-database,43,lluruuldrrdruullldrddrruulldlurrdluruldddrr,31,227.938,149229,654691,7
cbeoanfplmjdhgki,disjoint-database,52,ddlurdlllurrdllururddruldluuurrdlluldrrulddrurddlurd,44,63.956,39595,619098,5
nfmelcpghokbjaid,disjoint-database,57,dldruuldluurrrdddlullururdruldrdlldluruulddrdluururrddldr,51,78.496,49609,631994,4
lbkcjmodigfhnepa,disjoint-database,53,ululdrdrrululddruldluuruldrdruuldlurddruurdddluurdldr,41,6758.75,4580257,677678,7
afmchjoegnbdlpki,disjoint-database,52,uldruruuldrrdlllurrdldrrulllururddldrrulldluruurrddd,42,105.77,68719,649702,6
okbfclmnjgaehpdi,disjoint-database,60,uruldrrdlllurrrdlllurruuldlurdldrurrddluuurdddluldruuuldrrdd,52,136.482,88862,651090,5
bkdjcmgihofaelpn,disjoint-database,49,luurdrdllurruulldldrruuldlddrurrulldrrulullddrrrd,43,17.49,10331,590680,4
lkbpoemiadnhjfcg,disjoint-database,59,ddlullurrdllurrrdlldrdruululdldrurulldrrddruuulddldluurddrr,47,1938.82,1301686,671381,7
hakegnmfojbcildp,disjoint-database,54,lluuuldrrrdllururdddlluldrururdldluuurdluldrurrdlldrrd,46,313.68,211152,673145,5
foinkbpadmjgehcl,disjoint-database,55,dllurddruulurdlddruuruldldldrrurullurddrdlululurdldrdrr,47,235.383,155100,658926,5
iclmegjhpbafondk,disjoint-database,56,rruulddruruldrdluulddrdrululldrulurdddluurrrdldluururddd,44,5047.47,3415721,676719,7
bihpklcofdamgjne,disjoint-database,51,ldlddlurrrdlllurrrullldruurdddruuullldrrdldluurddrr,45,51.656,32184,623045,4
olhcnbfdeaimpkgj,disjoint-database,49,uurulddrrdluulddruuulddrururdldrdllurrdlluldrurrd,41,23.254,13633,586265,5
pnbojcdlkigahfme,disjoint-database,60,dddruuurddruuldldluurddruldldrrurdlurulddrulllurrulldrdldrrr,46,5149.2,3408065,661863,8
ibckfmpanlhoejdg,disjoint-database,45,ruldddluuurdddluluurdlddruuldrrrdlurulurdldrd,37,75.946,49010,645327,5
mhdknefacbgpiolj,disjoint-database,45,dluurullddluurdrulddrrulldrdlluuurrddldlurrrd,41,2.57,1277,496887,3
imlbcpeghnofkjad,disjoint-database,56,ulddrdruldluruulddrururdddlllurruulldrrrulldrrdluurdlddr,46,143.636,91736,638670,6
nfiljckpbmheadog,disjoint-database,56,ddlluruuldlurdlddrurdluurddluuurdrulllddrurulldrrdrulddr,44,986.921,656092,664787,7
kgihblmpenaodfcj,disjoint-database,58,dlulddlurrrulddluurulldrrddruuldluurdluldddrruuruldlldrdrr,48,353.103,236648,670195,6
mkjencodlafpbigh,disjoint-database,51,luurdllurdldldrruurddlulluurdddluuurdrrdlldlururddr,43,175.877,116463,662184,5
hoejngkdbliacmfp,disjoint-database,60,luluuldddrrurdlluuurrdlddluluurrdldrrullldruurdddluulurdrdrd,46,1743.76,1159849,665144,8
jagedpfbonhimclk,disjoint-database,46,lurdrrdllurrulldrrddlullurrdldrullurrdruuldrdd,40,14.436,7545,522652,4
